CustomerID,Coverage,Education,EmploymentStatus,Gender,Income,Location.Geo,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size,Customer.Lifetime.Value
2719,Basic,Bachelor,Medical Leave,M,15585,"22.4,88.4",Rural,Married,65,22,24,0,1,Personal Auto,Personal L3,Offer1,Agent,67.618365,Two-Door Car,2,low
136,Extended,College,Unemployed,M,0,"19.4,71.3",Suburban,Single,92,3,28,0,4,Personal Auto,Personal L3,Offer1,Agent,662.4,Four-Door Car,2,low
6698,Basic,High School or Below,Employed,M,34482,"18.8,71.6",Rural,Married,67,4,6,0,2,Personal Auto,Personal L2,Offer1,Agent,83.830109,Four-Door Car,2,high
10886,Premium,High School or Below,Unemployed,M,0,"18.7,71.5",Suburban,Married,113,4,13,0,2,Personal Auto,Personal L3,Offer3,Call Center,542.4,Four-Door Car,2,high
11504,Basic,High School or Below,Employed,F,88669,"17.3,77.5",Urban,Married,66,9,18,1,4,Personal Auto,Personal L2,Offer1,Call Center,213.574473,Four-Door Car,2,low
9498,Extended,College,Retired,F,12902,"18.6,72.8",Suburban,Divorced,NA,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,2,low
6900,Extended,College,Unemployed,M,0,"16.7,80.5",Suburban,Married,122,27,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,2,low
8941,Extended,NA,Employed,NA,34919,"28.7,74.8",Urban,NA,78,0,82,0,NA,NA,NA,NA,NA,344.767795,Four-Door Car,2,high
10313,Basic,College,Employed,M,39778,"17.1,79.7",Suburban,Married,112,23,49,0,2,Personal Auto,Personal L3,Offer1,Call Center,806.4,SUV,2,high
2959,Extended,High School or Below,Employed,F,51705,"18.8,72.7",Urban,Married,139,26,79,0,1,Personal Auto,Personal L3,Offer1,Agent,545.291103,SUV,2,low
8220,Premium,Bachelor,Employed,M,73222,"29.1,77",Urban,Married,180,24,43,0,3,Personal Auto,Personal L1,Offer1,Call Center,821.51673,SUV,1,high
10741,Basic,Bachelor,Disabled,M,18375,"28.6,76.3",Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,1,low
10254,Basic,High School or Below,Employed,F,48569,"28.5,77.2",Urban,Married,NA,5,54,0,1,Personal Auto,Personal L2,Offer1,Agent,504.513989,SUV,3,low
8720,Extended,High School or Below,Unemployed,F,0,"23,89.4",Suburban,Single,98,24,11,1,2,Personal Auto,Personal L2,Offer2,Web,705.6,Four-Door Car,3,high
9159,Basic,High School or Below,Employed,F,55593,"13.8,80.2",Rural,Married,61,13,52,0,3,Personal Auto,Personal L1,Offer2,Call Center,9.050204,Four-Door Car,2,low
3311,Basic,Bachelor,Employed,M,36791,"12.7,80.3",Suburban,Divorced,66,25,19,0,3,Personal Auto,Personal L3,Offer3,Agent,375.866091,Four-Door Car,3,low
7702,Basic,College,Unemployed,F,0,"19.7,71.9",Suburban,Single,74,4,12,4,2,Personal Auto,Personal L1,Offer1,Agent,580.886785,Four-Door Car,1,high
5674,Basic,Bachelor,Employed,M,89781,"29.1,77.8",Rural,Single,66,7,89,NA,5,Special Auto,Special L2,Offer1,Agent,37.960537,Four-Door Car,2,low
3907,Extended,Bachelor,Employed,M,34307,"18.6,72.6",Rural,Divorced,NA,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,2,low
7554,Extended,High School or Below,Employed,F,53078,"19.4,72.1",Urban,Married,79,29,81,2,8,Corporate Auto,Corporate L3,Offer2,Branch,200.97608,Four-Door Car,2,low
11460,Basic,High School or Below,Retired,M,27972,"18.9,74.3",Suburban,Married,61,7,38,0,1,Corporate Auto,Corporate L3,Offer3,Web,292.8,Four-Door Car,2,low
1650,Premium,Bachelor,Employed,F,22234,"17.6,79.7",Suburban,Divorced,160,0,92,0,3,Personal Auto,Personal L3,Offer1,Agent,768,SUV,2,high
4176,Basic,High School or Below,Employed,F,71416,"29.3,77",Rural,Married,118,13,22,0,5,Corporate Auto,Corporate L3,Offer3,Agent,177.635183,SUV,2,high
740,NA,Bachelor,Unemployed,F,0,"19.6,73.8",Suburban,Divorced,109,0,5,0,3,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,2,low
8095,Extended,High School or Below,Employed,F,23235,"18.9,71.8",Suburban,Married,99,28,71,0,4,Personal Auto,Personal L3,Offer2,Call Center,587.656629,Four-Door Car,2,low
10416,Basic,Master,Employed,F,22538,"19.2,71.5",Rural,Single,67,22,26,2,1,Personal Auto,Personal L2,Offer1,Agent,20.543176,Four-Door Car,2,low
2842,Extended,Bachelor,Employed,M,44006,"27.6,77.3",Suburban,Single,85,20,61,0,2,Personal Auto,Personal L1,Offer1,Agent,488.84232,Two-Door Car,3,high
9324,NA,College,Employed,F,43145,"23,88.8",Rural,Married,72,24,34,0,6,Corporate Auto,Corporate L3,Offer1,Branch,128.969729,Four-Door Car,2,low
1140,Basic,High School or Below,Employed,F,33451,"19.1,71.4",Suburban,Married,67,0,1,0,1,Personal Auto,Personal L2,Offer2,Agent,337.219884,Four-Door Car,2,low
1264,Extended,College,Employed,M,23459,"19,72.8",Rural,Married,96,17,19,0,1,Personal Auto,Personal L3,Offer2,Branch,185.070399,Four-Door Car,2,low
11390,NA,Bachelor,NA,M,?,"18.9,72.1",Suburban,Married,80,33,53,0,1,Personal Auto,Personal L3,NA,NA,384,NA,NA,low
3889,Extended,Bachelor,Employed,F,84981,"22.5,87.4",Rural,Married,96,6,96,0,1,Personal Auto,Personal L3,Offer1,Agent,4.719043,Four-Door Car,3,low
8564,Basic,College,Employed,M,31993,"22.7,88.3",Rural,Divorced,66,14,4,1,1,Personal Auto,Personal L3,Offer1,Branch,39.627399,Four-Door Car,2,low
8219,Basic,High School or Below,Employed,M,62634,"17.1,79.1",Rural,Single,116,10,89,0,2,Personal Auto,Personal L2,Offer3,Call Center,122.017931,SUV,2,high
10301,Basic,Master,Employed,F,34990,"16.9,79",Rural,Single,65,23,73,0,1,Personal Auto,Personal L1,Offer2,Web,42.689135,Four-Door Car,2,low
9897,Basic,College,Unemployed,F,0,"17.1,78.5",Suburban,Single,64,22,34,3,1,Personal Auto,Personal L3,Offer1,Agent,602.911057,Four-Door Car,3,low
9884,Extended,Bachelor,Employed,F,42790,"18,78.8",Urban,Married,NA,10,74,0,3,Personal Auto,Personal L1,Offer1,Branch,290.057111,Two-Door Car,2,low
674,Extended,College,Employed,M,63329,"12.7,80.8",Suburban,Divorced,92,33,87,0,1,Personal Auto,Personal L3,Offer1,Web,441.6,Four-Door Car,2,low
8233,Extended,Bachelor,Unemployed,F,0,"18.8,74.3",Suburban,Married,234,11,26,0,7,Personal Auto,Personal L3,Offer1,Agent,1135.141469,Luxury SUV,2,high
10929,Basic,Bachelor,Unemployed,F,0,"19.2,73",Suburban,Single,115,11,83,0,2,Personal Auto,Personal L2,Offer1,Branch,561.6,SUV,2,high
9007,Extended,College,Employed,F,94903,"17.6,79.7",Suburban,Married,94,3,38,0,1,Personal Auto,Personal L3,Offer2,Agent,451.2,Two-Door Car,3,low
9588,Basic,College,Employed,M,80714,"17.1,78.3",Suburban,Married,72,18,12,0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,3,low
4231,Basic,College,Unemployed,F,0,"22.2,88.6",Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Four-Door Car,2,low
11308,Basic,Bachelor,Unemployed,M,0,"28.4,77.2",Suburban,Single,61,0,31,0,2,Corporate Auto,Corporate L2,Offer1,Branch,439.2,Four-Door Car,3,high
4632,Extended,High School or Below,Employed,M,56980,"17.1,78.6",Suburban,Married,84,33,70,0,7,Personal Auto,Personal L3,Offer2,Agent,599.000883,Two-Door Car,2,low
8326,NA,High School or Below,Employed,F,55478,"22.1,89.6",Urban,Married,71,7,1,0,2,Personal Auto,Personal L2,Offer2,Branch,339.399593,Two-Door Car,2,low
6753,Premium,High School or Below,Employed,F,64321,"22.5,88.7",Rural,Divorced,253,4,75,0,2,Personal Auto,Personal L3,Offer1,Agent,422.438297,Luxury SUV,2,high
4543,Extended,College,NA,M,?,"NA,NA",NA,Married,132,7,59,0,NA,NA,NA,Offer4,Branch,904.378268,SUV,2,high
8316,Basic,Bachelor,Employed,F,90969,"17.6,78.1",Urban,Single,65,7,22,0,2,Personal Auto,Personal L2,Offer1,Agent,190.751345,Four-Door Car,2,low
10238,Extended,Bachelor,Employed,F,72540,"22,87.9",Suburban,Married,88,7,3,0,2,Personal Auto,Personal L3,Offer2,Call Center,631.743039,Two-Door Car,2,high
1167,Basic,Bachelor,Employed,M,33799,"19.3,72.7",Suburban,Single,109,28,52,3,2,Corporate Auto,Corporate L3,Offer2,Agent,664.980242,SUV,3,high
10033,Extended,College,Employed,M,38923,"12.3,81.3",Rural,Married,99,6,83,2,2,Personal Auto,Personal L3,Offer1,Agent,115.728852,Four-Door Car,2,high
7227,Premium,Bachelor,Unemployed,M,0,"18.2,72.9",Suburban,Single,107,9,96,2,1,Personal Auto,Personal L2,Offer1,Agent,770.4,Four-Door Car,3,low
8224,Basic,College,Unemployed,M,0,"28.8,76.1",Suburban,Married,119,29,54,2,1,Personal Auto,Personal L3,Offer3,Agent,571.2,SUV,3,low
625,Extended,High School or Below,Disabled,M,19447,"17.6,78.7",Suburban,Married,89,6,6,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,2,low
1024,Basic,Bachelor,Employed,M,95351,"16.9,78.1",Urban,Married,111,31,74,0,5,Personal Auto,Personal L1,Offer1,Web,406.48025,Sports Car,2,low
11359,Basic,College,Employed,F,46946,"28.4,75.8",Suburban,Divorced,NA,10,37,0,9,Personal Auto,Personal L3,Offer2,Web,336,Four-Door Car,2,low
10827,NA,College,Employed,F,81676,"28.7,76.2",Rural,Married,72,21,0,NA,7,Personal Auto,Personal L2,Offer2,Call Center,148.173152,Two-Door Car,2,low
2089,Extended,High School or Below,Unemployed,F,0,"19.2,72.8",Suburban,Single,99,14,48,NA,9,Personal Auto,Personal L1,Offer1,Branch,712.8,Two-Door Car,2,low
120,Basic,Bachelor,Employed,M,46833,"19.3,73.7",Rural,Married,112,6,3,0,9,Personal Auto,Personal L3,Offer1,Call Center,64.109663,Sports Car,2,low
4411,Extended,Master,Employed,M,25358,"17.8,78",Suburban,Single,126,1,13,0,2,Personal Auto,Personal L1,Offer4,Branch,750.58561,SUV,2,high
8042,NA,College,Retired,M,22338,"28.6,76.3",Suburban,Married,123,20,10,4,1,Personal Auto,Personal L2,Offer3,Call Center,780.090361,SUV,2,low
5325,Extended,High School or Below,Unemployed,F,0,"22.2,89",Suburban,Divorced,133,9,85,0,1,Personal Auto,Personal L3,Offer1,Branch,957.6,Sports Car,1,low
2704,Basic,Bachelor,Employed,F,61785,"28.3,76.6",Urban,Married,61,31,47,0,5,Personal Auto,Personal L3,Offer3,Web,271.10697,Two-Door Car,1,low
6292,Basic,High School or Below,Employed,F,31365,"28.7,75.7",Suburban,Married,115,1,12,0,7,Special Auto,Special L2,Offer1,Call Center,828,SUV,2,high
182,Extended,Bachelor,Disabled,F,26410,"22.1,87.2",Rural,Married,91,17,90,0,2,Corporate Auto,Corporate L1,Offer2,Agent,184.516188,Four-Door Car,1,high
1286,Extended,Master,Employed,M,45971,"12.9,80.1",Rural,Married,138,15,91,0,1,Special Auto,Special L3,Offer1,Branch,139.826393,SUV,2,low
6289,Basic,High School or Below,Employed,M,59839,"12.8,80.6",Suburban,Single,107,8,52,2,8,Personal Auto,Personal L2,Offer2,Agent,513.6,SUV,2,low
1673,Premium,High School or Below,Employed,M,92539,"13,80.2",Suburban,Single,101,2,61,0,1,Personal Auto,Personal L2,Offer3,Agent,707.408058,Four-Door Car,2,low
8638,Extended,High School or Below,Unemployed,F,0,"17.1,78.6",Suburban,Single,87,25,50,1,6,Personal Auto,Personal L2,Offer1,Branch,640.8,Four-Door Car,2,low
9867,NA,High School or Below,Unemployed,M,0,"28.7,78.6",Suburban,Single,106,3,85,0,1,Personal Auto,Personal L3,Offer1,Branch,784.8,SUV,2,low
4958,Basic,Bachelor,Employed,M,78618,"17.7,78.6",Suburban,Divorced,66,7,56,0,1,Corporate Auto,Corporate L2,Offer1,Branch,725.849253,Four-Door Car,3,low
1316,Basic,College,Employed,M,60920,"16.8,78.1",Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,2,low
11135,Premium,Bachelor,NA,F,?,"NA,NA",NA,Married,101,11,23,0,NA,NA,NA,Offer2,Agent,112.660916,Four-Door Car,2,low
9882,Basic,Bachelor,Employed,F,73775,"17.6,78.5",Suburban,Divorced,67,14,51,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,2,low
2063,Extended,High School or Below,Employed,F,64706,"17.7,79.5",Rural,Single,135,0,30,0,1,Corporate Auto,Corporate L2,Offer1,Agent,77.129691,SUV,2,low
4865,Extended,High School or Below,Unemployed,M,0,"18.7,71.8",Suburban,Single,123,35,38,1,3,Personal Auto,Personal L3,Offer2,Branch,1088.38378,SUV,2,low
1153,Extended,College,Unemployed,F,0,"16.9,78.4",Suburban,Married,91,8,60,0,1,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,2,low
11573,Basic,Master,Employed,M,40154,"19.6,72.9",Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,2,low
5518,Basic,High School or Below,Unemployed,F,0,"28.4,77.8",Suburban,Married,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,2,high
3454,Basic,College,Unemployed,M,0,"17.1,77.9",Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,2,high
11004,Extended,College,Employed,F,34455,"22.2,88.9",Suburban,Married,NA,14,52,0,2,Personal Auto,Personal L1,Offer4,Agent,638.4,SUV,1,high
8716,Extended,Bachelor,Employed,F,21370,"17.7,78.3",Rural,Married,77,1,35,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,105.181202,Four-Door Car,2,high
7142,Basic,High School or Below,Employed,F,26733,"17.4,77.6",Suburban,Married,65,13,53,0,9,Special Auto,Special L1,Offer4,Branch,312,Two-Door Car,2,low
3011,Basic,College,Unemployed,F,0,"17.7,78.4",Urban,Divorced,113,4,70,NA,4,Personal Auto,Personal L3,Offer1,Web,373.073162,SUV,2,low
832,Premium,Bachelor,Disabled,F,11885,"29.2,77.8",Suburban,Divorced,101,18,39,0,2,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,2,high
9935,Basic,High School or Below,Employed,M,24059,"17.1,78.1",Suburban,Married,112,31,17,0,1,NA,Personal L3,Offer4,Web,537.6,SUV,2,low
11163,Basic,High School or Below,Employed,M,20128,"12.7,79.6",Suburban,Married,70,28,10,2,2,Personal Auto,Personal L2,Offer2,Branch,336,Four-Door Car,2,high
1472,Basic,Bachelor,Employed,M,77095,"27.9,77.8",Suburban,Married,68,20,84,3,9,NA,Corporate L2,Offer2,Branch,326.4,Four-Door Car,3,low
4392,NA,College,Unemployed,M,0,"18.9,72.7",Suburban,Single,88,4,52,0,2,Personal Auto,Personal L3,Offer3,Branch,851.146266,Four-Door Car,2,high
1647,Extended,Bachelor,Disabled,M,21353,"18.7,73.7",Suburban,Divorced,80,28,21,0,1,Personal Auto,Personal L3,Offer3,Agent,576,Four-Door Car,2,low
7011,NA,Bachelor,Employed,F,74918,"16.7,79.4",Rural,Married,83,17,42,1,1,Corporate Auto,Corporate L3,Offer2,Agent,28.126402,Two-Door Car,2,low
5041,Extended,Bachelor,Unemployed,F,0,"17,79.1",Urban,Married,98,27,47,0,1,Personal Auto,Personal L3,Offer2,Web,310.842085,Four-Door Car,2,low
9997,Basic,High School or Below,Unemployed,F,0,"19.2,73.1",Rural,Married,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,2,low
9109,Basic,High School or Below,Medical Leave,M,29957,"17.2,77.2",Suburban,Married,67,9,82,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,3,low
739,Premium,Bachelor,Disabled,F,11885,"29.2,77.9",Suburban,Divorced,101,18,39,0,2,Special Auto,Special L1,Offer1,Agent,484.8,Four-Door Car,2,high
6449,Extended,College,Employed,M,20396,"18.9,72.5",Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,2,low
2752,Basic,Bachelor,Employed,F,44833,"12.4,79.7",Suburban,Divorced,72,24,59,0,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,2,low
11194,Premium,College,Disabled,F,17572,"18.1,78.4",Suburban,Married,110,0,35,0,1,Personal Auto,Personal L1,Offer3,Call Center,639.769748,Two-Door Car,2,low
1094,NA,College,NA,F,?,"21.7,89.3",Suburban,Single,72,31,38,0,1,Special Auto,Special L2,NA,NA,525.6,NA,NA,low
5094,Extended,Doctor,Employed,M,44930,"17.2,76.8",Rural,Married,132,19,42,0,2,Personal Auto,Personal L3,Offer2,Call Center,111.049063,SUV,2,high
9596,Basic,Bachelor,Employed,M,82664,"19.3,73.6",Rural,Married,114,24,10,3,9,Personal Auto,Personal L3,Offer2,Agent,133.425609,SUV,2,low
885,Basic,College,Retired,M,28142,"19.6,72.6",Suburban,Divorced,105,34,74,0,1,Personal Auto,Personal L1,Offer1,Agent,701.708239,Sports Car,2,low
8916,Premium,Bachelor,Medical Leave,F,23675,"16.9,79.5",Suburban,Married,117,4,31,0,7,Personal Auto,Personal L2,Offer1,Branch,707.925645,Four-Door Car,2,high
3155,Extended,College,Employed,M,49078,"28.8,75.7",Suburban,Single,97,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Web,470.4,Four-Door Car,1,high
1012,Extended,Bachelor,Employed,M,73782,"17,77.7",Rural,Married,76,11,97,0,1,Special Auto,Special L3,Offer2,Branch,111.622054,Four-Door Car,1,low
189,Basic,College,Employed,F,48875,"16.7,78.3",Rural,Married,61,20,9,0,1,Personal Auto,Personal L1,Offer1,Call Center,1.838367,Two-Door Car,3,low
6139,Extended,High School or Below,Unemployed,F,0,"16.9,79.8",Suburban,Divorced,97,12,24,0,2,Personal Auto,Personal L1,Offer1,Web,465.6,Two-Door Car,3,high
7037,Basic,College,Disabled,F,17453,"22.1,88.4",Suburban,Married,118,12,70,1,9,Personal Auto,Personal L2,Offer1,Branch,566.4,SUV,3,low
1774,Basic,Bachelor,Employed,F,79867,"17.1,79",Rural,Divorced,74,25,76,NA,1,Personal Auto,Personal L2,Offer1,Branch,78.172321,Four-Door Car,3,low
2954,Basic,Bachelor,Unemployed,F,0,"19.3,73.5",Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L1,Offer2,Call Center,433.160284,Four-Door Car,1,low
2467,Basic,High School or Below,Employed,M,24976,"18.1,72.5",Suburban,Single,72,2,60,1,3,Personal Auto,Personal L3,Offer3,Agent,566.199335,Two-Door Car,2,low
7488,Extended,High School or Below,Unemployed,F,0,"17.3,79.4",Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,1,low
2722,Premium,High School or Below,Unemployed,M,0,"22.3,86.7",Suburban,Married,165,29,54,0,1,Personal Auto,Personal L3,Offer1,Branch,1027.000029,SUV,2,low
8706,Basic,Bachelor,Employed,M,61706,"18.9,73.9",Rural,Married,110,6,71,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,223.905524,SUV,3,low
5939,Basic,College,Medical Leave,M,25143,"28.6,77.1",Suburban,Married,NA,20,0,0,1,Personal Auto,Personal L1,Offer2,Branch,496.8,Four-Door Car,2,low
11518,Basic,High School or Below,Unemployed,F,0,"17.3,77.4",Suburban,Single,70,22,67,3,1,Personal Auto,Personal L3,Offer1,Branch,336,Four-Door Car,2,low
4735,Premium,High School or Below,Employed,M,55687,"17.2,77.7",Suburban,Divorced,276,33,91,0,1,Corporate Auto,Corporate L2,Offer1,Agent,1324.8,Luxury SUV,2,high
1457,Basic,High School or Below,Employed,F,92921,"19.5,72.5",Rural,Married,112,35,49,0,1,Personal Auto,Personal L2,Offer2,Call Center,109.28708,SUV,2,low
9019,Basic,Bachelor,Employed,M,21606,"28.2,76.3",Suburban,Divorced,71,21,22,3,1,Personal Auto,Personal L3,Offer4,Call Center,340.8,Four-Door Car,2,low
8539,Extended,NA,Employed,NA,42513,"22,86.6",Suburban,NA,129,21,59,0,NA,NA,NA,NA,NA,628.8,SUV,1,high
3786,Extended,High School or Below,Medical Leave,M,19013,"17.8,79.8",Suburban,Married,95,1,58,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,456,Four-Door Car,2,low
5281,Extended,High School or Below,Unemployed,M,0,"17.3,77.8",Suburban,Married,90,8,33,0,1,Personal Auto,Personal L3,Offer2,Call Center,432,Two-Door Car,2,low
281,Extended,Bachelor,Employed,F,31532,"28.5,76",Urban,Divorced,76,3,41,1,1,Personal Auto,Personal L2,Offer4,Branch,319.131547,Two-Door Car,2,low
3201,Basic,Bachelor,Employed,M,82655,"16.8,77.5",Suburban,Married,66,8,93,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,2,low
5494,Premium,Bachelor,Unemployed,F,0,"17.4,78.7",Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,1065.617464,Four-Door Car,3,low
8319,Premium,College,Unemployed,M,0,"29,76.6",Suburban,Married,107,21,65,0,1,Personal Auto,Personal L3,Offer2,Agent,513.6,Four-Door Car,2,low
5969,Premium,College,Disabled,F,23827,"19.1,73.6",Rural,Married,106,18,77,2,3,Personal Auto,Personal L3,Offer1,Agent,37.910623,Four-Door Car,2,low
11281,Premium,High School or Below,Unemployed,F,0,"13,80.1",Suburban,Married,106,11,15,0,6,Special Auto,Special L2,Offer1,Web,603.058114,Four-Door Car,1,low
1406,Basic,Bachelor,Retired,M,25905,"17,78.3",Suburban,Divorced,63,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,1,low
2439,Basic,College,Unemployed,F,0,"16.7,78.4",Suburban,Single,108,11,84,2,3,Corporate Auto,Corporate L3,Offer1,Agent,777.6,Sports Car,2,low
10046,Extended,College,Unemployed,F,0,"22.7,90.3",Suburban,Divorced,87,4,4,3,1,NA,Corporate L3,Offer2,Agent,420.041981,Four-Door Car,2,low
10839,Basic,Bachelor,Unemployed,M,0,"22.6,88.7",Suburban,Married,101,1,83,4,1,Personal Auto,Personal L3,Offer1,Agent,960.115399,SUV,1,low
7362,Basic,High School or Below,Employed,M,45754,"28.4,75.7",Suburban,Divorced,69,34,88,0,1,Personal Auto,Personal L3,Offer2,Web,333.189774,Two-Door Car,2,low
1548,Basic,High School or Below,Unemployed,F,0,"22.6,88.2",Suburban,Married,70,7,1,1,1,Corporate Auto,Corporate L3,Offer3,Call Center,484.318536,Two-Door Car,2,low
5376,Basic,High School or Below,Unemployed,F,0,"17.4,78.4",Suburban,Single,NA,3,85,0,9,Corporate Auto,Corporate L3,Offer2,Agent,1418.4,Luxury Car,1,high
9056,Basic,Bachelor,Unemployed,F,0,"18.6,73.7",Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,2,low
11012,Extended,High School or Below,Medical Leave,M,19508,"28,76.8",Suburban,Married,88,9,88,0,7,Personal Auto,Personal L2,Offer2,Call Center,580.622219,Two-Door Car,2,low
826,Extended,NA,Employed,NA,33043,"NA,NA",NA,NA,98,10,64,0,NA,NA,NA,Offer3,Agent,494.4,Two-Door Car,2,low
5676,NA,Master,NA,F,?,"NA,NA",NA,Single,69,26,3,0,4,Personal Auto,Personal L2,Offer2,Call Center,504,NA,NA,low
1606,Premium,High School or Below,Employed,M,42889,"19,72.6",Rural,Married,145,7,63,0,1,Personal Auto,Personal L2,Offer1,Agent,26.951627,SUV,2,low
11493,Extended,Bachelor,Employed,M,40794,"28.3,75.7",Urban,Divorced,87,6,87,0,1,Personal Auto,Personal L3,Offer4,Branch,334.452807,Four-Door Car,2,low
4904,Extended,College,Employed,M,76276,"18.4,72.5",Rural,Single,86,24,19,0,2,Corporate Auto,Corporate L3,Offer4,Web,93.309811,Two-Door Car,1,high
4529,Basic,High School or Below,Unemployed,M,0,"19.1,73",Suburban,Single,67,11,87,0,3,Personal Auto,Personal L2,Offer1,Web,482.4,Two-Door Car,2,low
9236,Basic,Bachelor,Retired,M,25905,"13,81.5",Suburban,Divorced,NA,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,1,low
4922,NA,NA,Medical Leave,NA,26463,"NA,NA",NA,NA,66,18,7,0,2,Personal Auto,Personal L2,Offer1,Branch,685.12694,NA,NA,high
4628,NA,Bachelor,Employed,F,62863,"20.1,73.2",Rural,Married,88,18,52,0,1,Corporate Auto,Corporate L1,Offer3,Agent,94.507735,Four-Door Car,2,low
2477,Basic,Master,Employed,M,56070,"19.5,73.9",Rural,Divorced,74,5,73,0,2,Personal Auto,Personal L3,Offer1,Branch,87.990528,Two-Door Car,2,high
8692,Basic,High School or Below,Employed,F,92766,"13.3,80.8",Suburban,Married,NA,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,1,high
10695,NA,College,Employed,M,45587,"22.8,87.6",Rural,Married,77,4,32,1,1,NA,Corporate L3,Offer2,Web,33.781673,Four-Door Car,1,low
1713,NA,College,Disabled,F,21720,"12.8,80.3",Suburban,Single,124,15,77,1,1,Personal Auto,Personal L3,Offer1,Call Center,532.8,SUV,2,low
6685,Extended,High School or Below,Employed,M,26876,"29.3,76.4",Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,2,low
7877,Extended,Master,Employed,F,78494,"22.5,90.1",Rural,Divorced,79,6,40,0,1,Personal Auto,Personal L3,Offer2,Web,122.305677,Two-Door Car,2,low
2646,Extended,High School or Below,Employed,M,30262,"16.7,78.1",Suburban,Married,98,0,96,1,9,Personal Auto,Personal L3,Offer2,Agent,499.22561,Four-Door Car,1,low
9125,Extended,College,Unemployed,M,0,"17.5,78.5",Suburban,Divorced,87,16,41,1,2,Personal Auto,Personal L3,Offer1,Agent,417.6,Four-Door Car,1,high
1226,Basic,College,Unemployed,F,0,"16.7,77",Suburban,Married,69,30,69,0,9,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,2,low
343,Basic,High School or Below,Employed,M,57749,"16.8,78.2",Suburban,Single,74,31,21,NA,1,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,2,low
7456,Extended,Bachelor,Unemployed,F,0,"18.8,72.5",Suburban,Married,86,8,37,0,1,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,3,low
9611,Extended,Bachelor,Medical Leave,M,18047,"16.8,76.9",Suburban,Married,242,5,50,0,2,Personal Auto,Personal L1,Offer1,Call Center,1350.379181,Luxury SUV,2,high
3864,Basic,Master,Employed,M,73196,"13,80.1",Rural,Married,66,0,93,1,1,Personal Auto,Personal L2,Offer2,Web,85.809817,Four-Door Car,1,low
6260,Premium,College,Employed,F,65085,"18.7,72",Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,2,low
9327,NA,High School or Below,Medical Leave,M,13908,"12.6,81.4",Suburban,Married,116,12,74,2,8,Corporate Auto,Corporate L3,Offer1,Web,804.130779,SUV,2,low
